Survey,FIPS,FIPS,Region,Division,County,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,, 5+units rep
202507,36,019,1,2,Clinton County                                              ,12,12,3183104,0,0,0,0,0,0,1,5,692500,6,6,1635000,0,0,0,0,0,0,0,0,0
202507,36,021,1,2,Columbia County                                             ,10,10,2813464,0,0,0,0,0,0,0,0,0,1,1,368000,0,0,0,0,0,0,0,0,0
202507,36,023,1,2,Cortland County                                             ,2,2,520475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,36,025,1,2,Delaware County                                             ,8,8,2998992,0,0,0,0,0,0,0,0,0,1,1,980000,0,0,0,0,0,0,0,0,0
202507,36,027,1,2,Dutchess County                                             ,13,13,9913849,0,0,0,0,0,0,4,20,3488382,4,4,1651262,0,0,0,0,0,0,0,0,0
202507,36,029,1,2,Erie County                                                 ,58,58,26799832,0,0,0,0,0,0,2,20,4132333,46,46,22963466,0,0,0,0,0,0,1,10,1890000
202507,36,031,1,2,Essex County                                                ,14,14,5368485,0,0,0,1,4,600000,0,0,0,1,1,950000,0,0,0,1,4,600000,0,0,0
202507,36,033,1,2,Franklin County                                             ,16,16,6340016,0,0,0,0,0,0,0,0,0,5,5,3319797,0,0,0,0,0,0,0,0,0
202507,36,035,1,2,Fulton County                                               ,8,8,2215374,0,0,0,0,0,0,0,0,0,4,4,1200000,0,0,0,0,0,0,0,0,0
202507,36,037,1,2,Genesee County                                              ,4,4,1088146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,36,039,1,2,Greene County                                               ,10,10,2822853,0,0,0,0,0,0,0,0,0,3,3,935797,0,0,0,0,0,0,0,0,0
202507,36,041,1,2,Hamilton County                                             ,4,4,1900471,0,0,0,0,0,0,0,0,0,2,2,973000,0,0,0,0,0,0,0,0,0
202507,36,043,1,2,Herkimer County                                             ,2,2,550248,0,0,0,0,0,0,0,0,0,1,1,220000,0,0,0,0,0,0,0,0,0
202507,36,045,1,2,Jefferson County                                            ,16,16,2953108,0,0,0,0,0,0,0,0,0,1,1,250000,0,0,0,0,0,0,0,0,0
202507,36,047,1,2,Kings County                                                ,3,3,1071788,1,2,362870,4,13,2163868,9,828,147584790,3,3,1071788,1,2,362870,4,13,2163868,9,828,147584790
202507,36,049,1,2,Lewis County                                                ,9,9,1647500,0,0,0,0,0,0,0,0,0,8,8,1185000,0,0,0,0,0,0,0,0,0
202507,36,051,1,2,Livingston County                                           ,8,8,3469667,0,0,0,0,0,0,0,0,0,3,3,2189000,0,0,0,0,0,0,0,0,0
202507,36,053,1,2,Madison County                                              ,7,7,3192525,0,0,0,0,0,0,0,0,0,3,3,1395000,0,0,0,0,0,0,0,0,0
202507,36,055,1,2,Monroe County                                               ,40,40,16335260,1,2,344048,1,4,659832,2,30,4260430,28,28,12063167,0,0,0,1,4,659832,0,0,0
202507,36,057,1,2,Montgomery County                                           ,6,6,2160710,0,0,0,0,0,0,0,0,0,5,5,1850000,0,0,0,0,0,0,0,0,0
202507,36,059,1,2,Nassau County                                               ,44,44,31796267,1,2,395795,0,0,0,1,5,1274091,13,13,15850628,0,0,0,0,0,0,0,0,0
202507,36,061,1,2,New York County                                             ,0,0,0,0,0,0,0,0,0,4,145,25845162,0,0,0,0,0,0,0,0,0,4,145,25845162
202507,36,063,1,2,Niagara County                                              ,11,11,4203237,0,0,0,1,4,1199960,0,0,0,6,6,2516000,0,0,0,1,4,1199960,0,0,0
202507,36,065,1,2,Oneida County                                               ,14,14,3689681,1,2,500000,0,0,0,1,5,781250,5,5,1121800,0,0,0,0,0,0,0,0,0
202507,36,067,1,2,Onondaga County                                             ,22,22,9152865,0,0,0,0,0,0,1,5,625000,18,18,7782839,0,0,0,0,0,0,0,0,0
202507,36,069,1,2,Ontario County                                              ,36,36,14494828,0,0,0,0,0,0,1,5,606375,26,26,11773315,0,0,0,0,0,0,0,0,0
202507,36,071,1,2,Orange County                                               ,35,35,10705609,0,0,0,0,0,0,3,59,9499057,23,23,7370369,0,0,0,0,0,0,0,0,0
202507,36,073,1,2,Orleans County                                              ,2,2,574459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,36,075,1,2,Oswego County                                               ,11,11,2399301,0,0,0,0,0,0,0,0,0,3,3,832262,0,0,0,0,0,0,0,0,0
202507,36,077,1,2,Otsego County                                               ,10,10,2615657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,36,079,1,2,Putnam County                                               ,3,3,1250000,0,0,0,0,0,0,0,0,0,3,3,1250000,0,0,0,0,0,0,0,0,0
202507,36,081,1,2,Queens County                                               ,6,6,2143575,3,6,1088611,3,9,1498063,4,117,20854372,6,6,2143575,3,6,1088611,3,9,1498063,4,117,20854372
202507,36,083,1,2,Rensselaer County                                           ,10,10,3110828,0,0,0,0,0,0,0,0,0,1,1,300000,0,0,0,0,0,0,0,0,0
202507,36,085,1,2,Richmond County                                             ,15,15,5358938,21,42,7620274,0,0,0,0,0,0,15,15,5358938,21,42,7620274,0,0,0,0,0,0
202507,36,087,1,2,Rockland County                                             ,8,8,6218004,3,6,910351,2,6,654897,1,9,1115895,3,3,4437000,0,0,0,0,0,0,0,0,0
202507,36,089,1,2,St. Lawrence County                                         ,22,22,5092235,0,0,0,0,0,0,0,0,0,13,13,3167780,0,0,0,0,0,0,0,0,0
202507,36,091,1,2,Saratoga County                                             ,57,57,22879582,0,0,0,0,0,0,1,5,747861,43,43,17404562,0,0,0,0,0,0,0,0,0
202507,36,093,1,2,Schenectady County                                          ,9,9,1980000,0,0,0,0,0,0,0,0,0,8,8,1645000,0,0,0,0,0,0,0,0,0
202507,36,095,1,2,Schoharie County                                            ,3,3,833647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,36,097,1,2,Schuyler County                                             ,5,5,1036550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,36,099,1,2,Seneca County                                               ,3,3,345000,0,0,0,0,0,0,0,0,0,3,3,345000,0,0,0,0,0,0,0,0,0
202507,36,101,1,2,Steuben County                                              ,8,8,1561957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,36,103,1,2,Suffolk County                                              ,70,70,70153723,0,0,0,0,0,0,0,0,0,54,54,52486815,0,0,0,0,0,0,0,0,0
202507,36,105,1,2,Sullivan County                                             ,45,45,14230148,6,12,1530248,1,3,511644,0,0,0,1,1,86000,0,0,0,0,0,0,0,0,0
202507,36,107,1,2,Tioga County                                                ,6,6,1173467,0,0,0,0,0,0,1,5,729535,0,0,0,0,0,0,0,0,0,0,0,0
202507,36,109,1,2,Tompkins County                                             ,12,12,3705912,1,2,200000,0,0,0,2,10,1466127,3,3,1071788,1,2,200000,0,0,0,0,0,0
202507,36,111,1,2,Ulster County                                               ,17,17,8365954,1,2,337022,1,3,511644,1,12,1774392,12,12,6648934,0,0,0,0,0,0,0,0,0
202507,36,113,1,2,Warren County                                               ,9,9,3226652,0,0,0,0,0,0,1,5,739330,8,8,3068575,0,0,0,0,0,0,0,0,0
202507,36,115,1,2,Washington County                                           ,6,6,1731000,0,0,0,0,0,0,0,0,0,5,5,1541000,0,0,0,0,0,0,0,0,0
202507,36,117,1,2,Wayne County                                                ,13,13,3903101,0,0,0,0,0,0,1,10,1900000,6,6,2063000,0,0,0,0,0,0,1,10,1900000
202507,36,119,1,2,Westchester County                                          ,37,37,25343704,0,0,0,0,0,0,5,69,17402915,26,26,16282600,0,0,0,0,0,0,0,0,0
202507,36,121,1,2,Wyoming County                                              ,5,5,1166017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,36,123,1,2,Yates County                                                ,7,7,2301793,0,0,0,0,0,0,0,0,0,3,3,758000,0,0,0,0,0,0,0,0,0
202507,37,001,3,5,Alamance County                                             ,115,115,19063370,2,4,400000,0,0,0,0,0,0,115,115,19063370,2,4,400000,0,0,0,0,0,0
202507,37,003,3,5,Alexander County                                            ,9,9,1544785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,005,3,5,Alleghany County                                            ,6,6,872000,0,0,0,0,0,0,0,0,0,6,6,872000,0,0,0,0,0,0,0,0,0
202507,37,007,3,5,Anson County                                                ,5,5,749325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,009,3,5,Ashe County                                                 ,17,17,6525344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,011,3,5,Avery County                                                ,14,14,17210000,2,4,468406,0,0,0,0,0,0,14,14,17210000,2,4,468406,0,0,0,0,0,0
202507,37,013,3,5,Beaufort County                                             ,13,13,5479031,0,0,0,0,0,0,0,0,0,13,13,5479031,0,0,0,0,0,0,0,0,0
202507,37,015,3,5,Bertie County                                               ,4,4,1480743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,017,3,5,Bladen County                                               ,4,4,705000,0,0,0,0,0,0,0,0,0,4,4,705000,0,0,0,0,0,0,0,0,0
202507,37,019,3,5,Brunswick County                                            ,391,391,119145188,0,0,0,0,0,0,0,0,0,378,378,114997550,0,0,0,0,0,0,0,0,0
202507,37,021,3,5,Buncombe County                                             ,85,85,40674545,1,2,362680,0,0,0,5,147,21484007,63,63,32791707,0,0,0,0,0,0,4,118,16400000
202507,37,023,3,5,Burke County                                                ,34,34,9919039,2,4,683152,0,0,0,1,5,278558,33,33,9768551,1,2,323152,0,0,0,0,0,0
202507,37,025,3,5,Cabarrus County                                             ,136,136,27426695,0,0,0,0,0,0,0,0,0,136,136,27426695,0,0,0,0,0,0,0,0,0
202507,37,027,3,5,Caldwell County                                             ,65,65,105714375,1,2,25000,0,0,0,0,0,0,65,65,105714375,1,2,25000,0,0,0,0,0,0
202507,37,029,3,5,Camden County                                               ,23,23,4901409,0,0,0,0,0,0,0,0,0,23,23,4901409,0,0,0,0,0,0,0,0,0
202507,37,031,3,5,Carteret County                                             ,30,30,16503677,0,0,0,0,0,0,0,0,0,30,30,16503677,0,0,0,0,0,0,0,0,0
202507,37,033,3,5,Caswell County                                              ,5,5,1481025,0,0,0,0,0,0,0,0,0,5,5,1481025,0,0,0,0,0,0,0,0,0
202507,37,035,3,5,Catawba County                                              ,137,137,35525366,1,2,250000,0,0,0,2,60,5275700,137,137,35525366,1,2,250000,0,0,0,2,60,5275700
202507,37,037,3,5,Chatham County                                              ,50,50,25309803,0,0,0,0,0,0,0,0,0,49,49,25022215,0,0,0,0,0,0,0,0,0
202507,37,039,3,5,Cherokee County                                             ,29,29,7619006,0,0,0,0,0,0,0,0,0,29,29,7619006,0,0,0,0,0,0,0,0,0
202507,37,041,3,5,Chowan County                                               ,9,9,3326814,0,0,0,0,0,0,0,0,0,9,9,3326814,0,0,0,0,0,0,0,0,0
202507,37,043,3,5,Clay County                                                 ,6,6,2523442,0,0,0,0,0,0,0,0,0,6,6,2523442,0,0,0,0,0,0,0,0,0
202507,37,045,3,5,Cleveland County                                            ,50,50,12714397,1,2,329680,2,6,1356822,1,5,720626,35,35,8721301,0,0,0,1,3,825000,0,0,0
202507,37,047,3,5,Columbus County                                             ,6,6,1443687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,049,3,5,Craven County                                               ,64,64,13801933,0,0,0,0,0,0,0,0,0,64,64,13801933,0,0,0,0,0,0,0,0,0
202507,37,051,3,5,Cumberland County                                           ,86,86,21755805,2,4,646304,0,0,0,0,0,0,86,86,21755805,2,4,646304,0,0,0,0,0,0
202507,37,053,3,5,Currituck County                                            ,38,38,13665954,0,0,0,0,0,0,0,0,0,38,38,13665954,0,0,0,0,0,0,0,0,0
202507,37,055,3,5,Dare County                                                 ,31,31,18735612,0,0,0,0,0,0,0,0,0,6,6,4585148,0,0,0,0,0,0,0,0,0
202507,37,057,3,5,Davidson County                                             ,60,60,22543481,2,4,827489,3,11,2784098,0,0,0,54,54,21547447,2,4,827489,3,11,2784098,0,0,0
202507,37,059,3,5,Davie County                                                ,15,15,3677153,0,0,0,0,0,0,1,5,197173,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,061,3,5,Duplin County                                               ,4,4,2489000,0,0,0,0,0,0,0,0,0,4,4,2489000,0,0,0,0,0,0,0,0,0
202507,37,063,3,5,Durham County                                               ,155,155,53383264,2,4,665964,0,0,0,2,59,9756062,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,065,3,5,Edgecombe County                                            ,4,4,629450,0,0,0,0,0,0,0,0,0,4,4,629450,0,0,0,0,0,0,0,0,0
202507,37,067,3,5,Forsyth County                                              ,259,259,74797224,0,0,0,0,0,0,0,0,0,259,259,74797224,0,0,0,0,0,0,0,0,0
202507,37,069,3,5,Franklin County                                             ,81,81,23977352,0,0,0,0,0,0,0,0,0,81,81,23977352,0,0,0,0,0,0,0,0,0
202507,37,071,3,5,Gaston County                                               ,180,180,64766073,0,0,0,0,0,0,3,126,15000000,180,180,64766073,0,0,0,0,0,0,3,126,15000000
202507,37,073,3,5,Gates County                                                ,1,1,185809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,075,3,5,Graham County                                               ,3,3,875199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,077,3,5,Granville County                                            ,19,19,4659860,0,0,0,0,0,0,0,0,0,19,19,4659860,0,0,0,0,0,0,0,0,0
202507,37,079,3,5,Greene County                                               ,24,24,6976991,0,0,0,0,0,0,0,0,0,24,24,6976991,0,0,0,0,0,0,0,0,0
202507,37,081,3,5,Guilford County                                             ,175,175,50220480,0,0,0,0,0,0,0,0,0,175,175,50220480,0,0,0,0,0,0,0,0,0
202507,37,083,3,5,Halifax County                                              ,5,5,1829512,0,0,0,0,0,0,0,0,0,1,1,246260,0,0,0,0,0,0,0,0,0
202507,37,085,3,5,Harnett County                                              ,194,194,57642918,0,0,0,0,0,0,0,0,0,20,20,2994060,0,0,0,0,0,0,0,0,0
202507,37,087,3,5,Haywood County                                              ,27,27,9499690,0,0,0,0,0,0,0,0,0,3,3,795224,0,0,0,0,0,0,0,0,0
202507,37,089,3,5,Henderson County                                            ,57,57,29965256,0,0,0,0,0,0,0,0,0,57,57,29965256,0,0,0,0,0,0,0,0,0
202507,37,091,3,5,Hertford County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,093,3,5,Hoke County                                                 ,60,60,17761001,0,0,0,0,0,0,0,0,0,60,60,17761001,0,0,0,0,0,0,0,0,0
202507,37,095,3,5,Hyde County                                                 ,4,4,1490520,0,0,0,0,0,0,0,0,0,4,4,1490520,0,0,0,0,0,0,0,0,0
202507,37,097,3,5,Iredell County                                              ,115,115,27559321,2,4,399411,0,0,0,0,0,0,115,115,27559321,2,4,399411,0,0,0,0,0,0
202507,37,099,3,5,Jackson County                                              ,14,14,18338556,0,0,0,0,0,0,0,0,0,14,14,18338556,0,0,0,0,0,0,0,0,0
202507,37,101,3,5,Johnston County                                             ,164,164,44086693,0,0,0,0,0,0,0,0,0,154,154,42224194,0,0,0,0,0,0,0,0,0
202507,37,103,3,5,Jones County                                                ,5,5,858000,0,0,0,0,0,0,0,0,0,5,5,858000,0,0,0,0,0,0,0,0,0
202507,37,105,3,5,Lee County                                                  ,80,80,3770973,0,0,0,0,0,0,0,0,0,80,80,3770973,0,0,0,0,0,0,0,0,0
202507,37,107,3,5,Lenoir County                                               ,9,9,2135543,1,2,175000,0,0,0,0,0,0,9,9,2135543,1,2,175000,0,0,0,0,0,0
202507,37,109,3,5,Lincoln County                                              ,68,68,20504070,0,0,0,0,0,0,0,0,0,68,68,20504070,0,0,0,0,0,0,0,0,0
202507,37,111,3,5,McDowell County                                             ,14,14,6963067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,113,3,5,Macon County                                                ,21,21,9586777,0,0,0,0,0,0,0,0,0,21,21,9586777,0,0,0,0,0,0,0,0,0
202507,37,115,3,5,Madison County                                              ,12,12,3445108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,117,3,5,Martin County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,119,3,5,Mecklenburg County                                          ,291,291,86140856,2,4,1033504,0,0,0,5,130,12610100,291,291,86140856,2,4,1033504,0,0,0,5,130,12610100
202507,37,121,3,5,Mitchell County                                             ,1,1,100000,0,0,0,0,0,0,0,0,0,1,1,100000,0,0,0,0,0,0,0,0,0
202507,37,123,3,5,Montgomery County                                           ,9,9,6223284,0,0,0,0,0,0,0,0,0,9,9,6223284,0,0,0,0,0,0,0,0,0
202507,37,125,3,5,Moore County                                                ,96,96,23812146,0,0,0,0,0,0,0,0,0,83,83,20309433,0,0,0,0,0,0,0,0,0
202507,37,127,3,5,Nash County                                                 ,41,41,7977969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,129,3,5,New Hanover County                                          ,104,104,35492535,2,4,873519,2,6,1430581,2,76,9383818,3,3,888615,0,0,0,0,0,0,0,0,0
202507,37,131,3,5,Northampton County                                          ,2,2,861288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,133,3,5,Onslow County                                               ,68,68,19991393,0,0,0,0,0,0,0,0,0,68,68,19991393,0,0,0,0,0,0,0,0,0
202507,37,135,3,5,Orange County                                               ,30,30,13618412,0,0,0,0,0,0,0,0,0,21,21,10891273,0,0,0,0,0,0,0,0,0
202507,37,137,3,5,Pamlico County                                              ,5,5,2134871,0,0,0,0,0,0,0,0,0,5,5,2134871,0,0,0,0,0,0,0,0,0
202507,37,139,3,5,Pasquotank County                                           ,14,14,3514126,0,0,0,0,0,0,0,0,0,8,8,2110000,0,0,0,0,0,0,0,0,0
202507,37,141,3,5,Pender County                                               ,41,41,13785061,0,0,0,0,0,0,0,0,0,41,41,13785061,0,0,0,0,0,0,0,0,0
202507,37,143,3,5,Perquimans County                                           ,4,4,856705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,145,3,5,Person County                                               ,9,9,2801246,0,0,0,0,0,0,0,0,0,9,9,2801246,0,0,0,0,0,0,0,0,0
202507,37,147,3,5,Pitt County                                                 ,72,72,10883521,6,12,2376000,0,0,0,2,22,3805000,36,36,3804800,6,12,2376000,0,0,0,2,22,3805000
202507,37,149,3,5,Polk County                                                 ,9,9,3002783,0,0,0,0,0,0,0,0,0,9,9,3002783,0,0,0,0,0,0,0,0,0
202507,37,151,3,5,Randolph County                                             ,45,45,17745153,1,2,190000,0,0,0,0,0,0,45,45,17745153,1,2,190000,0,0,0,0,0,0
202507,37,153,3,5,Richmond County                                             ,6,6,1732583,0,0,0,0,0,0,0,0,0,5,5,1480083,0,0,0,0,0,0,0,0,0
202507,37,155,3,5,Robeson County                                              ,26,26,4482060,0,0,0,0,0,0,0,0,0,3,3,539954,0,0,0,0,0,0,0,0,0
202507,37,157,3,5,Rockingham County                                           ,15,15,4242467,0,0,0,0,0,0,0,0,0,15,15,4242467,0,0,0,0,0,0,0,0,0
202507,37,159,3,5,Rowan County                                                ,79,79,36225043,0,0,0,0,0,0,0,0,0,79,79,36225043,0,0,0,0,0,0,0,0,0
202507,37,161,3,5,Rutherford County                                           ,26,26,7997024,0,0,0,0,0,0,0,0,0,26,26,7997024,0,0,0,0,0,0,0,0,0
202507,37,163,3,5,Sampson County                                              ,9,9,2406864,0,0,0,0,0,0,0,0,0,9,9,2406864,0,0,0,0,0,0,0,0,0
202507,37,165,3,5,Scotland County                                             ,2,2,300000,0,0,0,0,0,0,0,0,0,2,2,300000,0,0,0,0,0,0,0,0,0
202507,37,167,3,5,Stanly County                                               ,30,30,5051484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,169,3,5,Stokes County                                               ,14,14,6163517,0,0,0,0,0,0,0,0,0,13,13,5911517,0,0,0,0,0,0,0,0,0
202507,37,171,3,5,Surry County                                                ,28,28,7179904,0,0,0,0,0,0,0,0,0,28,28,7179904,0,0,0,0,0,0,0,0,0
202507,37,173,3,5,Swain County                                                ,5,5,3443184,0,0,0,1,4,800000,0,0,0,5,5,3443184,0,0,0,1,4,800000,0,0,0
202507,37,175,3,5,Transylvania County                                         ,15,15,10122443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,177,3,5,Tyrrell County                                              ,2,2,605281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,179,3,5,Union County                                                ,252,252,61693417,0,0,0,0,0,0,0,0,0,252,252,61693417,0,0,0,0,0,0,0,0,0
202507,37,181,3,5,Vance County                                                ,6,6,2010563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,183,3,5,Wake County                                                 ,670,670,191034915,26,52,6640870,0,0,0,8,886,150260747,601,601,174250381,26,52,6640870,0,0,0,7,868,148155332
202507,37,185,3,5,Warren County                                               ,22,22,3385160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,187,3,5,Washington County                                           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,189,3,5,Watauga County                                              ,21,21,16781946,3,6,2100000,0,0,0,0,0,0,17,17,14862100,3,6,2100000,0,0,0,0,0,0
202507,37,191,3,5,Wayne County                                                ,74,74,11992458,0,0,0,0,0,0,0,0,0,74,74,11992458,0,0,0,0,0,0,0,0,0
202507,37,193,3,5,Wilkes County                                               ,14,14,5890700,0,0,0,0,0,0,0,0,0,14,14,5890700,0,0,0,0,0,0,0,0,0
202507,37,195,3,5,Wilson County                                               ,16,16,4736375,3,6,263000,0,0,0,0,0,0,16,16,4736375,3,6,263000,0,0,0,0,0,0
202507,37,197,3,5,Yadkin County                                               ,11,11,2758190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,37,199,3,5,Yancey County                                               ,9,9,2083586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,001,2,4,Adams County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,003,2,4,Barnes County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,005,2,4,Benson County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,007,2,4,Billings County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,009,2,4,Bottineau County                                            ,3,3,1600000,0,0,0,0,0,0,0,0,0,3,3,1600000,0,0,0,0,0,0,0,0,0
202507,38,011,2,4,Bowman County                                               ,1,1,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,013,2,4,Burke County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,015,2,4,Burleigh County                                             ,46,46,14718102,0,0,0,0,0,0,0,0,0,44,44,14008916,0,0,0,0,0,0,0,0,0
202507,38,017,2,4,Cass County                                                 ,65,65,21209143,0,0,0,0,0,0,1,90,13983394,62,62,19854886,0,0,0,0,0,0,1,90,13983394
202507,38,019,2,4,Cavalier County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,021,2,4,Dickey County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,023,2,4,Divide County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,025,2,4,Dunn County                                                 ,3,3,1117735,0,0,0,0,0,0,0,0,0,3,3,1117735,0,0,0,0,0,0,0,0,0
202507,38,027,2,4,Eddy County                                                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,029,2,4,Emmons County                                               ,3,3,757210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,031,2,4,Foster County                                               ,1,1,599700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,033,2,4,Golden Valley County                                        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,035,2,4,Grand Forks County                                          ,8,8,2066330,0,0,0,0,0,0,1,5,92593,5,5,1320571,0,0,0,0,0,0,0,0,0
202507,38,037,2,4,Grant County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,039,2,4,Griggs County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,041,2,4,Hettinger County                                            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,043,2,4,Kidder County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,045,2,4,LaMoure County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,047,2,4,Logan County                                                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,049,2,4,McHenry County                                              ,1,1,257570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,051,2,4,McIntosh County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,053,2,4,McKenzie County                                             ,10,10,3720000,0,0,0,0,0,0,0,0,0,10,10,3720000,0,0,0,0,0,0,0,0,0
202507,38,055,2,4,McLean County                                               ,4,4,3364000,0,0,0,0,0,0,0,0,0,4,4,3364000,0,0,0,0,0,0,0,0,0
202507,38,057,2,4,Mercer County                                               ,1,1,429000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,059,2,4,Morton County                                               ,7,7,2545000,0,0,0,0,0,0,0,0,0,7,7,2545000,0,0,0,0,0,0,0,0,0
202507,38,061,2,4,Mountrail County                                            ,2,2,419572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,063,2,4,Nelson County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,065,2,4,Oliver County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,067,2,4,Pembina County                                              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,069,2,4,Pierce County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,071,2,4,Ramsey County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,073,2,4,Ransom County                                               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202507,38,075,2,4,Renville County                                             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
